Required fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,RF,,,,RF,,,,RF,,,,RF,,,,RF,,,,RF,,,,RF,,,,RF,,,,,,
,,,CHANNEL,D1096,,,CHANNEL,D1296,,,WORD,D1496,,,BOOL,H45.10,,,BOOL,H55.10,,,BOOL,W45.10,,,BOOL,W55.10,,,,,,,,
,,,CHANNEL,D1097,,,CHANNEL,D1297,,,WORD,D1497,,,BOOL,H45.11,,,BOOL,H55.11,,,BOOL,W45.11,,,BOOL,W55.11,,,,,,,,
,,,CHANNEL,D1098,,,CHANNEL,D1298,,,WORD,D1498,,,BOOL,H45.12,,,BOOL,H55.12,,,BOOL,W45.12,,,BOOL,W55.12,,,,,,,,
,,,CHANNEL,D1099,,,CHANNEL,D1299,,,WORD,D1499,,,BOOL,H45.13,,,BOOL,H55.13,,,BOOL,W45.13,,,BOOL,W55.13,,,,,,,,
,,,CHANNEL,D1100,,,CHANNEL,D1300,,,WORD,D1500,,,BOOL,H45.14,,,BOOL,H55.14,,,BOOL,W45.14,,,BOOL,W55.14,,,,,,,,
,,,CHANNEL,D1101,,,CHANNEL,D1301,,,WORD,D1501,,,BOOL,H45.15,,,BOOL,H55.15,,,BOOL,W45.15,,,BOOL,W55.15,,,,,,,,
,,,CHANNEL,D1102,,,CHANNEL,D1302,,,WORD,D1502,,,WORD,H46,,,WORD,H56,,,CHANNEL,W46,,,CHANNEL,W56,,,,,,,,
,,,CHANNEL,D1103,,,CHANNEL,D1303,,,WORD,D1503,,,BOOL,H46.00,,,BOOL,H56.00,,,BOOL,W46.00,,,BOOL,W56.00,,,,,,,,
,,,CHANNEL,D1104,,,CHANNEL,D1304,,,WORD,D1504,,,BOOL,H46.01,,,BOOL,H56.01,,,BOOL,W46.01,,,BOOL,W56.01,,,,,,,,
,,,CHANNEL,D1105,,,CHANNEL,D1305,,,WORD,D1505,,,BOOL,H46.02,,,BOOL,H56.02,,,BOOL,W46.02,,,BOOL,W56.02,,,,,,,,
,,,CHANNEL,D1106,,,CHANNEL,D1306,,,WORD,D1506,,,BOOL,H46.03,,,BOOL,H56.03,,,BOOL,W46.03,,,BOOL,W56.03,,,,,,,,
,,,CHANNEL,D1107,,,CHANNEL,D1307,,,WORD,D1507,,,BOOL,H46.04,,,BOOL,H56.04,,,BOOL,W46.04,,,BOOL,W56.04,,,,,,,,
,,,CHANNEL,D1108,,,CHANNEL,D1308,,,WORD,D1508,,,BOOL,H46.05,,,BOOL,H56.05,,,BOOL,W46.05,,,BOOL,W56.05,,,,,,,,
,,,CHANNEL,D1109,,,CHANNEL,D1309,,,WORD,D1509,,,BOOL,H46.06,,,BOOL,H56.06,,,BOOL,W46.06,,,BOOL,W56.06,,,,,,,,
,,,CHANNEL,D1110,,,CHANNEL,D1310,,,WORD,D1510,,,BOOL,H46.07,,,BOOL,H56.07,,,BOOL,W46.07,,,BOOL,W56.07,,,,,,,,
,,,CHANNEL,D1111,,,CHANNEL,D1311,,,WORD,D1511,,,BOOL,H46.08,,,BOOL,H56.08,,,BOOL,W46.08,,,BOOL,W56.08,,,,,,,,
,,,CHANNEL,D1112,,,CHANNEL,D1312,,,WORD,D1512,,,BOOL,H46.09,,,BOOL,H56.09,,,BOOL,W46.09,,,BOOL,W56.09,,,,,,,,
,,,CHANNEL,D1113,,,CHANNEL,D1313,,,WORD,D1513,,,BOOL,H46.10,,,BOOL,H56.10,,,BOOL,W46.10,,,BOOL,W56.10,,,,,,,,
,,,CHANNEL,D1114,,,CHANNEL,D1314,,,WORD,D1514,,,BOOL,H46.11,,,BOOL,H56.11,,,BOOL,W46.11,,,BOOL,W56.11,,,,,,,,
,,,CHANNEL,D1115,,,CHANNEL,D1315,,,WORD,D1515,,,BOOL,H46.12,,,BOOL,H56.12,,,BOOL,W46.12,,,BOOL,W56.12,,,,,,,,
,,,CHANNEL,D1116,,,CHANNEL,D1316,,,WORD,D1516,,,BOOL,H46.13,,,BOOL,H56.13,,,BOOL,W46.13,,,BOOL,W56.13,,,,,,,,
,,,CHANNEL,D1117,,,CHANNEL,D1317,,,WORD,D1517,,,BOOL,H46.14,,,BOOL,H56.14,,,BOOL,W46.14,,,BOOL,W56.14,,,,,,,,
,,,CHANNEL,D1118,,,CHANNEL,D1318,,,WORD,D1518,,,BOOL,H46.15,,,BOOL,H56.15,,,BOOL,W46.15,,,BOOL,W56.15,,,,,,,,
,,,CHANNEL,D1119,,,CHANNEL,D1319,,,WORD,D1519,,,WORD,H47,,,WORD,H57,,,CHANNEL,W47,,,CHANNEL,W57,,,,,,,,
,,,CHANNEL,D1120,,,CHANNEL,D1320,,,WORD,D1520,,,BOOL,H47.00,,,BOOL,H57.00,,,BOOL,W47.00,,,BOOL,W57.00,,,,,,,,
,,,CHANNEL,D1121,,,CHANNEL,D1321,,,WORD,D1521,,,BOOL,H47.01,,,BOOL,H57.01,,,BOOL,W47.01,,,BOOL,W57.01,,,,,,,,
,,,CHANNEL,D1122,,,CHANNEL,D1322,,,WORD,D1522,,,BOOL,H47.02,,,BOOL,H57.02,,,BOOL,W47.02,,,BOOL,W57.02,,,,,,,,
,,,CHANNEL,D1123,,,CHANNEL,D1323,,,WORD,D1523,,,BOOL,H47.03,,,BOOL,H57.03,,,BOOL,W47.03,,,BOOL,W57.03,,,,,,,,
,,,CHANNEL,D1124,,,CHANNEL,D1324,,,WORD,D1524,,,BOOL,H47.04,,,BOOL,H57.04,,,BOOL,W47.04,,,BOOL,W57.04,,,,,,,,
,,,CHANNEL,D1125,,,CHANNEL,D1325,,,WORD,D1525,,,BOOL,H47.05,,,BOOL,H57.05,,,BOOL,W47.05,,,BOOL,W57.05,,,,,,,,
,,,CHANNEL,D1126,,,CHANNEL,D1326,,,WORD,D1526,,,BOOL,H47.06,,,BOOL,H57.06,,,BOOL,W47.06,,,BOOL,W57.06,,,,,,,,
,,,CHANNEL,D1127,,,CHANNEL,D1327,,,WORD,D1527,,,BOOL,H47.07,,,BOOL,H57.07,,,BOOL,W47.07,,,BOOL,W57.07,,,,,,,,
,,,CHANNEL,D1128,,,CHANNEL,D1328,,,WORD,D1528,,,BOOL,H47.08,,,BOOL,H57.08,,,BOOL,W47.08,,,BOOL,W57.08,,,,,,,,
,,,CHANNEL,D1129,,,CHANNEL,D1329,,,WORD,D1529,,,BOOL,H47.09,,,BOOL,H57.09,,,BOOL,W47.09,,,BOOL,W57.09,,,,,,,,
,,,CHANNEL,D1130,,,CHANNEL,D1330,,,WORD,D1530,,,BOOL,H47.10,,,BOOL,H57.10,,,BOOL,W47.10,,,BOOL,W57.10,,,,,,,,
,,,CHANNEL,D1131,,,CHANNEL,D1331,,,WORD,D1531,,,BOOL,H47.11,,,BOOL,H57.11,,,BOOL,W47.11,,,BOOL,W57.11,,,,,,,,
,,,CHANNEL,D1132,,,CHANNEL,D1332,,,WORD,D1532,,,BOOL,H47.12,,,BOOL,H57.12,,,BOOL,W47.12,,,BOOL,W57.12,,,,,,,,
,,,CHANNEL,D1133,,,CHANNEL,D1333,,,WORD,D1533,,,BOOL,H47.13,,,BOOL,H57.13,,,BOOL,W47.13,,,BOOL,W57.13,,,,,,,,
,,,CHANNEL,D1134,,,CHANNEL,D1334,,,WORD,D1534,,,BOOL,H47.14,,,BOOL,H57.14,,,BOOL,W47.14,,,BOOL,W57.14,,,,,,,,
,,,CHANNEL,D1135,,,CHANNEL,D1335,,,WORD,D1535,,,BOOL,H47.15,,,BOOL,H57.15,,,BOOL,W47.15,,,BOOL,W57.15,,,,,,,,
,,,CHANNEL,D1136,,,CHANNEL,D1336,,,WORD,D1536,,,WORD,H48,,,WORD,H58,,,CHANNEL,W48,,,CHANNEL,W58,,,,,,,,
,,,CHANNEL,D1137,,,CHANNEL,D1337,,,WORD,D1537,,,BOOL,H48.00,,,BOOL,H58.00,,,BOOL,W48.00,,,BOOL,W58.00,,,,,,,,
,,,CHANNEL,D1138,,,CHANNEL,D1338,,,WORD,D1538,,,BOOL,H48.01,,,BOOL,H58.01,,,BOOL,W48.01,,,BOOL,W58.01,,,,,,,,
,,,CHANNEL,D1139,,,CHANNEL,D1339,,,WORD,D1539,,,BOOL,H48.02,,,BOOL,H58.02,,,BOOL,W48.02,,,BOOL,W58.02,,,,,,,,
