,Дискретные выходы,,,,,NO/NC,,,,,Select,,,,,,Записываемые дискретные выходы,,,,
,,,,,,,,,,,,,,,,,,,,,
,RF,,,,,RF,,,,,RF,,,,,,,,,,
,,BOOL,W14.01,,,,BOOL,H14.01, (NO/NC),,,WORD,D265, (Select),,,,BOOL,114.01,,Y65
,,BOOL,W14.02,,,,BOOL,H14.02, (NO/NC),,,WORD,D266, (Select),,,,BOOL,114.02,,Y66
,,BOOL,W14.03,,,,BOOL,H14.03, (NO/NC),,,WORD,D267, (Select),,,,BOOL,114.03,,Y67
,,BOOL,W14.04,,,,BOOL,H14.04, (NO/NC),,,WORD,D268, (Select),,,,BOOL,114.04,,Y68
,,BOOL,W14.05,,,,BOOL,H14.05, (NO/NC),,,WORD,D269, (Select),,,,BOOL,114.05,,Y69
,,BOOL,W14.06,,,,BOOL,H14.06, (NO/NC),,,WORD,D270, (Select),,,,BOOL,114.06,,Y70
,,BOOL,W14.07,,,,BOOL,H14.07, (NO/NC),,,WORD,D271, (Select),,,,BOOL,114.07,,Y71
,,BOOL,W14.08,,,,BOOL,H14.08, (NO/NC),,,WORD,D272, (Select),,,,BOOL,114.08,,Y72
,,BOOL,W14.09,,,,BOOL,H14.09, (NO/NC),,,WORD,D273, (Select),,,,BOOL,114.09,,Y73
,,BOOL,W14.10,,,,BOOL,H14.10, (NO/NC),,,WORD,D274, (Select),,,,BOOL,114.10,,Y74
,,BOOL,W14.11,,,,BOOL,H14.11, (NO/NC),,,WORD,D275, (Select),,,,BOOL,114.11,,Y75
,,BOOL,W14.12,,,,BOOL,H14.12, (NO/NC),,,WORD,D276, (Select),,,,BOOL,114.12,,Y76
,,BOOL,W14.13,,,,BOOL,H14.13, (NO/NC),,,WORD,D277, (Select),,,,BOOL,114.13,,Y77
,,BOOL,W14.14,,,,BOOL,H14.14, (NO/NC),,,WORD,D278, (Select),,,,BOOL,114.14,,Y78
,,BOOL,W14.15,,,,BOOL,H14.15, (NO/NC),,,WORD,D279, (Select),,,,BOOL,114.15,,Y79
